ProductId,ItemId,Brand,Category,ProductType,Colour,Material,ProductTitle,Image,ImageURL,MainImageId
2407,B07QJ23T42,Stone & Beam,Chair,CHAIR,Cognac,Leather,"Amazon Brand - Stone & Beam Leather Dining Chair with Deep Tufting, 42""H, Cognac, Queen -",B07QJ23T42.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0a/0a87cf5f.jpg,81jywfoT3fL
2408,B0857KFXRJ,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Love Couples Pattern UV Printed Soft Back Case Mobile Cover for Motorola Moto G6 Play/Motorola Moto E5,B0857KFXRJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/db/dbf541e7.jpg,71wBx+n1BaL
2409,B00MPFT29S,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Beige,100% cotton,"Pinzon by Amazon Spannbetttuch, agyptischer Baumwollsatin, 100 x 200 x 20 cm, Braungrau",B00MPFT29S.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/74/74f8108a.jpg,91r3qJUejyL
2410,B0853WV11T,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Love and Peace 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy A6 Plus,B0853WV11T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0d/0d523ab1.jpg,71huhZAOMQL
2411,B073ZPDT1R,Stone & Beam,Sofa,SOFA,Sand,polyester/nylon performance fabric,"Amazon Brand - Stone & Beam Kristin Chair-and-a-Half Upholstered Sleeper Sofa, 55.5""W, Sand",B073ZPDT1R.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fa/faf77677.jpg,91Bx-NCBqNL
2412,B07B52GQN8,Stone & Beam,Rug,RUG,Sunset,wool,"Amazon Brand - Stone & Beam Casual Geometric Wool Area Rug, 5' 9"" x 3' 9"", Sunset Orange",B07B52GQN8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7a/7ab4a789.jpg,A1byAxfzBzL
2413,B0135IGF6Q,Amazon Collection,Finering,FINERING,Platino (Platinum-plated),Metal,"Anillo de plata de ley banado en platino con circonita Swarovski,Platino (Platinum-plated)",B0135IGF6Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/47/47c81281.jpg,61xZpsi6qcL
2414,B01GPY6NPU,Amazon+Collection,Fineearring,FINEEARRING,White,not-applicable,Sterling Silver Round Checkerboard Cut Amethyst Leverback Earrings (8mm),B01GPY6NPU.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1b/1b75abd7.jpg,71QGI6wqdIL
2415,B075T455NF,Amazon Brand - Symbol,Shoes,SHOES,Beige,Leather,Amazon Brand - Symbol Men's Leather Casual Loafers - 7 UK/India (41 EU)(AZ-WS-124B),B075T455NF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d2/d22eba4d.jpg,91q4Osly6RL
2416,B07PBZL4BX,Stone & Beam,Sofa,SOFA,Azure,Wood,"Amazon Brand - Stone & Beam Kristin Mid-Century Wood-Framed Sleeper Armchair, 55.5""W, Azure",B07PBZL4BX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/21/217a8675.jpg,81y74LkON4L
2417,B07W421Z13,Rivet,Table,TABLE,Vitt,ovrigt,"Amazon-marke - nitar, keramisk & metalland/sidobord, 44 x 44 x 59 cm, vit keramik/svart metall",B07W421Z13.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2a/2af1ab23.jpg,61tsnFkWyiL
2418,B00MA5PQNE,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Plateado/Azul,Metal,"Collar con colgante en forma de lagrima de cristal Swarovski de plata de ley, 45,72 cm,Plateado/Azul",B00MA5PQNE.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/21/21e2bf97.jpg,71jou1OO6aL
2419,B079JXZGBZ,Amazon Collection,Finering,FINERING,April,No aplica,"Amazon Collection10k Gold Swarovski Crystal April Birthstone Ring, Size 6",B079JXZGBZ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9b/9bc09e8f.jpg,61Mc4KPmxHL
2420,B07HPJ8S4D,Alkove,Sofa,SOFA,Beige,Leather,"Amazon Brand - Alkove Modena Hand-Crafted Leather Sofa, 3 Seater Plus, 100 x 217 x 82cm, Mineral",B07HPJ8S4D.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ec/ec0a4b58.jpg,71BctFooeYL
2421,B0854L67RG,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Red Roses UV Printed Soft Back Case Mobile Cover for Samsung Galaxy A20s,B0854L67RG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d3/d34d087c.jpg,61Clmla+MsL
2422,B072C8Q4SG,Stone & Beam,Chair,CHAIR,Chianti,Polyester,"Amazon Brand - Stone & Beam Lummi Modern Armless Slipper Accent Chair, 21.6""W, Chianti",B072C8Q4SG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5a/5ae54141.jpg,A1n5mXdTwGL
2423,B082DSJK1F,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,MDF,"Amazon Brand - Solimo DIY 2 in 1 Printed Photo Album and Scrapbook, 25 x 16 cm, Sweet Home",B082DSJK1F.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ea/eaba0d43.jpg,81Q06LOkeKL
2424,B0014COE0K,Pinzon by Amazon.com,Home,HOME,Brick,cotton,"Pinzon Luxury Loop 21-By-34-Inch Cotton Bath Rug, Brick",B0014COE0K.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e7/e7c53a71.jpg,81SmFMnK-uS
2425,B007M6GNHY,Pinzon by Amazon,Home,HOME,Silver Grey,Terrycloth,"Pinzon 700-Gram Hotel Stitch Washcloth 2-Pack, Silver Grey",B007M6GNHY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/24f288eb.jpg,81ODkUwUZ8L
2426,B0851ZXS6K,Movian,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,White,Madera,Movian GW-MONTERIA Desk 4200,B0851ZXS6K.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a7/a7275bb8.jpg,61r9LKRCYGL
2427,B01ETA6O42,Amazon Collection,Finering,FINERING,Pink,Metal,"Amazon CollectionPlatinum Plated Sterling Silver Made with Swarovski Zirconia Fancy Pink and Clear Criss Cross Single""X"" Ring, Size 5",B01ETA6O42.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e7/e753d7d3.jpg,71S0JFVuiKL
2428,B075Z1MXFM,Amazon Brand - Symbol,Shoes,SHOES,Black,Leather,Amazon Brand - Symbol Men's Leather Brogue shoes,B075Z1MXFM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/92/92995b7f.jpg,81whB7f39HL
2429,B00L7PIR02,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,metal,"10k White Gold Amethyst and Diamond Accent Heart-Shape Pendant Necklace, 18""",B00L7PIR02.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d1/d1cea4e3.jpg,71X3aXu+f2L
2430,B074KMZGTC,Stone & Beam,Table,TABLE,Oak,stone,"Amazon Brand - Stone & Beam Glenwood End Table, 23""H, Oak",B074KMZGTC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ad/ade0b62b.jpg,A1wD9lV36WL
2431,B01GPY71W4,Amazon Collection,Fineearring,FINEEARRING,created-emerald,not-applicable,10k Yellow Gold Round Checkerboard Cut Created Emerald Leverback Earrings (8mm),B01GPY71W4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/16/16fa3eff.jpg,711mwl7wrrL
2432,B00FXW6LTO,Amazon Collection,Fineearring,FINEEARRING,Platiniert,metall,Platinum or Sterling Silver Gold Plated Round Cut Swarovski Zirconia Stud Earrings,B00FXW6LTO.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/03/0305004e.jpg,6133scECAzL
2433,B00FXWASJS,Amazon Collection,Finering,FINERING,Platinum Plated Silver,metal,"Platinum-Plated Sterling Silver Round 3-Stone Ring made with Swarovski Zirconia (2 cttw), Size 8",B00FXWASJS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6b/6b31885a.jpg,71mEZvQbAwL
2434,B00NFSD0VU,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Rose-gold-plated,metal,Amazon CollectionRose-Gold-Plated Sterling Silver Swarovski Zirconia 1/2-Inch Round Hoop Earrings,B00NFSD0VU.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/03/03f0ea7c.jpg,719IBMjzDrL
2435,B009QU8USO,Amazon Essentials,Fineearring,FINEEARRING,Yellow Gold Plated Sterling Silver,Metal,Amazon Essentials Yello w Pendientes Leverback de circonita cubica de plata esterlina chapados en oro (5 mm) Yellow Gold Plated Sterling Silver5mm,B009QU8USO.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1c/1ccf80d9.jpg,61GRZqY3s2L
2436,B073P1BJMK,Rivet,Wall Art,WALL_ART,Multi,canvas,"Amazon Brand - Rivet Vintage-Look Palm Trees Turquoise and Sepia Canvas Print Wall Art , 16"" x 24""",B073P1BJMK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/0b/0b41e19a.jpg,91kA5b2vu4L
2437,B0843Y9CDT,LEONE,Shoes,SHOES,Black,Mesh,LEONE Men's Black Running Shoes-7 UK (41 EU) (L603BLACK7),B0843Y9CDT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/53/5386db10.jpg,71DmCTOQ+AL
2438,B07B4W5R8N,Rivet,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Walnut,walnut,"Amazon Brand - Rivet Jonathan Mid-Century Modern Mirror Wood Frame, 52"", Walnut",B07B4W5R8N.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d8/d8dc7c37.jpg,8115szg5ufL
2439,B00M4YC6SY,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,Metal,"Sterling Silver Double-Heart""Aunts Like You"" Pendant Necklace, 18""",B00M4YC6SY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/07/07f2c947.jpg,71kMKy6P3BL
2440,B00FXW7ONQ,Amazon Collection,Finering,FINERING,Platinum Plated Silver,metal,"Platinum-Plated Sterling Silver Princess-Cut 3-Stone Ring made with Swarovski Zirconia (2 cttw), Size 8",B00FXW7ONQ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2f/2ffce800.jpg,71ZIp51bHWL
2441,B0853WLXPW,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Funny Cat Pattern Print UV Printed Soft Back Case Mobile Cover for Vivo Y11,B0853WLXPW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/16/16372fd5.jpg,71w0IOozteL
2442,B071J4VYK1,Stone & Beam,Rug,RUG,Silver,silver,"Amazon Brand - Stone & Beam Modern Textured Pattern Farmhouse Wool Area Rug, 8 x 10 Foot, Silver",B071J4VYK1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/73/73660930.jpg,A1CF0eIWORL
2443,B07QBMQ4LN,Stone & Beam,Sofa,SOFA,Dark Brown,Leather,"Amazon Brand - Stone & Beam Abigail Leather Sofa, 86""W, Dark Brown",B07QBMQ4LN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1e/1e477c97.jpg,718nYVMuVgL
2444,B01ERB5UHA,Amazon Collection,Finering,FINERING,Golden Yellow,platinum-plated-silver,"Platinum-Plated Sterling Silver Golden Yellow All-Around Band Ring made with Swarovski Zirconia, Size 6",B01ERB5UHA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/32/32c863f1.jpg,71g5Ih9bHFL
2445,B00KHNP226,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Dark Blue,metal,"Amazon CollectionSterling Silver Italian Lotus Flower Locket Necklace, 18""",B00KHNP226.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d5/d5f1325e.jpg,81c2L34930L
2446,B06VVFVL7C,Amazon Collection,Fineearring,FINEEARRING,Mars,Non applicable.,"Boucles d'oreilles a tige en argent sterling plaque platine avec pierres de naissance en forme de cur et zircones Swarovski,Mars",B06VVFVL7C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/33/33447250.jpg,71hCEE2IoiL
2447,B07HSM4J4Y,Stone & Beam,Wall Art,WALL_ART,Unknown Color,canvas,"Amazon Brand - Stone & Beam Abstract Print with Copper Leaf Wall Art on Canvas - 35""H x 35""W, Gold and Red",B07HSM4J4Y.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e5/e5e5925a.jpg,A17Giw2Y0OL
2448,B07P8STJ2Q,Rivet,Sofa,SOFA,Wathet Blue,wood,"Amazon Brand - Rivet Aiden Mid-Century Sofa with Tapered Wood Legs, 87""W, Wathet Blue",B07P8STJ2Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5d/5d571696.jpg,71D2um-WhnL
2449,B07DYV7WN2,JC Home,Chair,CHAIR,Mocha Brown,Wood,"JC Home Bilbao Kids Recliner with Cup Holder and Headrest, Mocha Brown",B07DYV7WN2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6d/6dd42d51.jpg,71Mj3X1G4JL
2450,B0722Y6FCN,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Bleu Spa,Tissu,"AmazonBasics Rideau d'occultation Calorifuge, Bleu Spa, 117 x 137 cm",B0722Y6FCN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/87/87333cf4.jpg,810YFkkfS8L
2451,B07121ZWNN,Rivet,Rug,RUG,Stone,"70% Acrylic, 30% Polypropylene","Amazon Brand - Rivet Motion Modern Grid Pop Runner Rug, 2' 3'' x 8', Stone",B07121ZWNN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8d/8d315f18.jpg,A1w7O0ex2EL
2452,B081FH7NW9,Amazon Brand - Solimo,Home,HOME,Blue,Fabric,"Amazon Brand - Solimo Printed Fabric Storage Box, Small, Set of 1, Yellow",B081FH7NW9.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9f/9f016652.jpg,71FmD0Lt4WL
2453,B073P1GB76,Stone & Beam,Wall Art,WALL_ART,Multicolor,canvas,"Amazon Brand - Stone & Beam Modern Silver and White Forest Print on Canvas Bathroom Wall Art Decor, 24"" x 16""",B073P1GB76.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7e2ec92a.jpg,91+eX+8qX9L
2454,B009EJ0K4E,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Purple Mix,crystal,"Sterling Silver Purple Humming Bird with Swarovski Elements Pendant Necklace, 18",B009EJ0K4E.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/43/43ca0cdb.jpg,71EvGZaESuL
2455,B075X4PT96,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Driftwood,Leather,"Amazon Brand - Stone & Beam Marin Leather Nailhead Studded Sofa Couch, 87""W, Driftwood",B075X4PT96.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ac/acbfb6cf.jpg,81X541qU-OL
2456,B008LR13VO,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,blue,metal,"Amazon CollectionItalian Sterling Silver and Blue Lotus Flower Locket Necklace, 18""",B008LR13VO.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/56/5608b7cf.jpg,81O6zzPzuuL
2457,B073P5PZ1Z,Rivet,Wall Art,WALL_ART,Multi,wood,"Amazon Brand - Rivet Pink Tree Blossoms at the Villa Photo Print Wall Art, Gold Wood Frame, 12"" x 12""",B073P5PZ1Z.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/63/63e02681.jpg,91Kj0xsunDL
2458,B075ZBW1S4,Stone & Beam,Table,TABLE,Walnut + Metal,wood,"Amazon Brand - Stone & Beam Larson Industrial Wood & Metal Side End Table, 22""W, Walnut",B075ZBW1S4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/76/76086538.jpg,81BiQ6821oL
2459,B00EQ5HV1Q,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Beyaz,pamuk,"Pinzon Ultrasoft 300 perkal pamuktan yaplms lastikli carsaf, mavi - Sky Blue, pamuk, Beyaz, 160 x 200 x 20 cm",B00EQ5HV1Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fe/fe5df387.jpg,81EmywTo-gL
2460,B00BG9MOE4,Amazon Essentials,Finering,FINERING,Yellow Gold Plated Sterling Silver,metal,"Amazon Essentials Yellow Gold Plated Sterling Silver Round Cut Cubic Zirconia All-Around Band Ring (3.5mm), Size 8",B00BG9MOE4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c0/c0464c72.jpg,718xqYHq7SL
2461,B07FRW4XTV,UMI,Kitchen,KITCHEN,Unknown Color,Crystal,"Umi Red Wine Glasses Lead Free 15oz Set of 2 with Clear Long Crystal Diamond Stem - Birthday, Anniversary or Wedding Gifts",B07FRW4XTV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/aa/aa30857d.jpg,61WIz2zgEhL
2462,B081FH7NX2,Amazon Brand - Solimo,Home,HOME,Black,Fabric,"Amazon Brand - Solimo Printed Fabric Storage Box, Medium, Set of 6, Black",B081FH7NX2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/80/80f384c7.jpg,71pnpeMLc9L
2463,B079Y5KNYX,Amazon Collection,Fineearring,FINEEARRING,Transparente,No aplica,Pendientes de tuerca para mujer de oro de 10 quilates con circonita de Swarovski,B079Y5KNYX.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a5/a5f8171f.jpg,71neA+u5QBL
2464,B01N19KYCD,206 Collective,Shoes,SHOES,Unknown Color,Leather,Amazon Brand - 206 Collective Men's Elliott Nubuck Leather Flip Flop,B01N19KYCD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f9/f9b0addb.jpg,618Nl5ReOaL
2465,B0799BH3SL,Amazon Brand - Solimo,Kitchen,KITCHEN,Green,Rubber,"Amazon Brand - Solimo Silicone Rubber Funnel for Kitchen, Set of 2, Green",B0799BH3SL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/43/43cb46ae.jpg,51O9BtolGsL
2466,B00BHY2P1U,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Plateado,metal,"Amazon Collection14k Gold Over Sterling Silver""L"" Cursive Initial Pendant Necklace, 18""",B00BHY2P1U.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ab/abdbccfd.jpg,719FpMhKT2L
2467,B07S9JP3BB,UMI,Home,HOME,Brun,MDF,"UMI. Essentials 10 x 8 fotoramar rustik sliten fotoram 10 x 8 set, vagghangd och bordsskiva, 2 pack, brun",B07S9JP3BB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cd/cd7762aa.jpg,71JLlDSrLKL
2468,B08569564Q,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Valley View 3D Printed Hard Back Case Mobile Cover for Oppo A9 (2020),B08569564Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/04/04404da0.jpg,71CWr1osocL
2469,B07DYY377V,Amazon Brand - Symbol,Shoes,SHOES,Brown,Synthetic,Amazon Brand - Symbol Men's Brown Formal Shoes-11 UK/India (45 EU),B07DYY377V.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f6/f627df1c.jpg,71d3Vu2B1VL
2470,B089DTY7YM,AmazonBasics,Kitchen,KITCHEN,Other,other,(Renewed) AmazonBaiscs Handle for Amazonbasics Cookware,B089DTY7YM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/33/332e9de0.jpg,51vieiO6pmL
2471,B07C41SYJ7,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,White,100% Cotton,"AmazonBasics Cotton Hand Towels, White - Pack of 12",B07C41SYJ7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/80/804d6735.jpg,8188d5zLDeL
2472,B075YMJBZ8,Stone & Beam,Wall Art,WALL_ART,Multicolor,paper,"Amazon Brand - Stone & Beam Classic Teal Sea Fan Coral Coastal Print Wall Art Decor - 23"" x 23"" Picture Frame, White",B075YMJBZ8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b8/b82adf94.jpg,91yjh7OBQoL
2473,B0857M31LR,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Meow UV Printed Soft Back Case Mobile Cover for Huawei Honor 7A,B0857M31LR.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b4/b4b961ee.jpg,61WalulBXBL
2474,B075X5VCPW,Stone & Beam,Chair,CHAIR,Aged Black,Leather,"Amazon Brand - Stone & Beam Modern Leather Wingback Chair, 32.75""W, Black",B075X5VCPW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e1/e13de6bc.jpg,81T+MPuwdGL
2475,B084MMGCWB,Ravenna Home,Table,TABLE,White,Wood,"Amazon Brand - Ravenna Home Classic Coffee Table, 42""W, White",B084MMGCWB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fa/fa83ed4a.jpg,611f-0Sp8KL
2476,B07SG5X19D,Alkove,Chair,CHAIR,Azul,Metal y tapizado,"Marca Amazon - Alkove Hayes - Juego de 2 sillas de comedor, 51 x 61 x 92 cm, metal y azul",B07SG5X19D.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/dc/dcd3fe2c.jpg,71VvjEmCUQL
2477,B07TF7ZNGD,Movian,Table,TABLE,Blanco,Vidrio,"Amazon Brand - Movian Albigna - Mesa de centro, 60 x 60 x 104 cm, blanco",B07TF7ZNGD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ef/ef6375c5.jpg,61a9tZlHbLL
2478,B07JJC83MM,UMI,Home,HOME,Greyish White,Fabric,UMI by Amazon Eyelet Blackout Curtains Thermal Insulated Decorative Curtains 55 x 96 Inch Greyish White 2 Panels,B07JJC83MM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ea/eabbc446.jpg,613aa5wlutL
2479,B000ILBMNA,Amazon Collection,Fineearring,FINEEARRING,white,Metal,"18k Yellow Gold, Round-Cut, Diamond 4-Prong Studs (1/4 cttw, H-I Color, SI1-SI2 Clarity)",B000ILBMNA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/63/63a706d2.jpg,417EDcJXFOL
2480,B00M4YC59E,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Silver,metal,"Sterling Silver Heart ""I Love U 2 The Moon and Back"" Pendant Necklace",B00M4YC59E.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f9/f95e60ae.jpg,71Atx8LIk9L
2481,B00UYIH8IA,Amazon Collection,Fineearring,FINEEARRING,Yellow Gold/Red,metal,14k Yellow Gold Cushion-Cut Checkerboard Garnet Stud Earrings (8mm),B00UYIH8IA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/1e/1eb2645e.jpg,61jfqr0rTQL
2482,B07B4N27B1,Rivet,Sofa,SOFA,Blue,Metal,"Amazon Brand - Rivet Edgewest Low Back Modern Left U-Sectional, 117""W, Blue",B07B4N27B1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/79/79d6fe78.jpg,81C+lKuEGYL
2483,B075T52KK4,Amazon Brand - Symbol,Shoes,SHOES,Unknown Color,Leather,Amazon Brand - Symbol Men's Derby leather formal shoes,B075T52KK4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fe/feba85ca.jpg,718JVeGM5ML
2484,B07MF1SRH5,Ravenna Home,Table,TABLE,Off White,ceramic,"Amazon Brand - Ravenna Home Damask-Pattern Ceramic Garden Stool or Side Table, 16""H, Off-White",B07MF1SRH5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/66/66e43bc6.jpg,71dC4k21CnL
2485,B07DJD2Q41,Amazon Brand - Symbol,Shoes,SHOES,Tan/White,PU,Amazon Brand - Symbol Men's Tan/White PU Sneakers-10 UK/India (44 EU) (AZ-YS-174D),B07DJD2Q41.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2d/2df033d1.jpg,81s2cQ4UVML
2486,B0835F13PV,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Salmon X's,Polyester,"AmazonBasics College Dorm Bed-in-a-Bag with Elastic Storage Pockets - Twin/Twin XL, Salmon X's",B0835F13PV.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d7/d7b5f4d0.jpg,71Skgp0ePHL
2487,B075YM2V8Q,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Classic Seafoam Green Sea Fan Coral Coastal Print Wall Art Decor - 23"" x 23"" Picture Frame, White",B075YM2V8Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/83/83b53346.jpg,91vEzEWou2L
2488,B073P5KN5N,Rivet,Wall Art,WALL_ART,Multi,Wood,"Amazon Brand - Rivet Pink Tree Blossoms at the Villa Photo Print Wall Art, Black Wood Frame, 12"" x 12""",B073P5KN5N.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a0/a046a221.jpg,91NjoRXG4SL
2489,B0857L3ZJN,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicone,Amazon Brand - Solimo Designer Heart Texture UV Printed Soft Back Case Mobile Cover for Mi Redmi Y2,B0857L3ZJN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/5c/5c586b1d.jpg,71yp0L5IypL
2490,B07B4L9FHL,Rivet,Chair,CHAIR,Grey Linen,Linen,"Amazon Brand - Rivet Edgewest Low Back Modern Accent Chair, 34""W, Grey Linen",B07B4L9FHL.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/04/0472a5f4.jpg,A1pOmRMxoJL
2491,B00UYIHGK0,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Amarillo Dorado/ Naranja,oro,"Collar con colgante de oro de 14 quilates con piedra preciosa tallada a cuadros (8 mm),amarillo dorado/naranja",B00UYIHGK0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/80/8045d225.jpg,71wwrzFbyqL
2492,B07VLFWFQM,Movian,Sofa,SOFA,Grigio/Blu,Tela,"Amazon Brand - Movian Eli - Divano a 3 posti, 85 x 200 x 83 cm (Lu x La x A), grigio/blu",B07VLFWFQM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cf/cf604fdb.jpg,91H6AzDME7L
